,key_press,left_stim,right_stim,confidence_rating,subject_id
0,s,B,V,0.0,sim8
1,a,V,A,0.0,sim8
2,a,A,W,0.0,sim8
3,s,Y,D,0.0,sim8
4,s,C,Y,0.0,sim8
5,s,X,C,0.0,sim8
6,s,D,X,0.0,sim8
7,a,W,B,0.0,sim8
8,a,A,W,0.0,sim8
9,s,X,D,0.0,sim8
10,s,B,W,0.0,sim8
11,s,V,B,0.0,sim8
12,s,D,Y,0.0,sim8
13,a,X,C,0.0,sim8
14,a,C,Y,0.0,sim8
15,a,V,A,0.0,sim8
16,a,C,Y,0.0,sim8
17,s,V,B,0.0,sim8
18,s,D,Y,0.0,sim8
19,a,X,C,0.0,sim8
20,s,B,W,0.0,sim8
21,s,X,D,0.0,sim8
22,a,A,W,0.0,sim8
23,a,V,A,0.0,sim8
24,s,B,W,0.0,sim8
25,s,Y,D,0.0,sim8
26,a,C,Y,0.0,sim8
27,a,X,C,0.0,sim8
28,a,A,W,0.0,sim8
29,a,V,A,0.0,sim8
30,s,B,V,0.0,sim8
31,s,X,D,0.0,sim8
32,a,C,Y,0.0,sim8
33,a,V,A,0.0,sim8
34,a,C,X,0.0,sim8
35,s,V,B,0.0,sim8
36,s,B,W,0.0,sim8
37,a,W,A,0.0,sim8
38,a,D,X,0.0,sim8
39,s,Y,D,0.0,sim8
40,s,B,W,0.0,sim8
41,s,X,D,0.0,sim8
42,s,B,V,0.0,sim8
43,a,W,A,0.0,sim8
44,a,C,X,0.0,sim8
45,s,Y,D,0.0,sim8
46,a,C,Y,0.0,sim8
47,s,V,A,0.0,sim8
48,a,C,X,0.0,sim8
49,a,V,A,0.0,sim8
50,s,B,V,0.0,sim8
51,s,X,D,0.0,sim8
52,s,D,Y,0.0,sim8
53,s,W,B,0.0,sim8
54,a,C,Y,0.0,sim8
55,a,W,A,0.0,sim8
56,a,C,X,0.0,sim8
57,s,X,D,0.0,sim8
58,a,C,Y,0.0,sim8
59,a,Y,D,0.0,sim8
60,s,B,W,0.0,sim8
61,s,V,B,0.0,sim8
62,a,A,W,0.0,sim8
63,a,V,A,0.0,sim8
64,a,A,W,0.0,sim8
65,a,Y,C,0.0,sim8
66,s,D,Y,0.0,sim8
67,s,X,D,0.0,sim8
68,a,A,V,0.0,sim8
69,a,X,C,0.0,sim8
70,s,B,W,0.0,sim8
71,s,V,B,0.0,sim8
72,s,D,Y,0.0,sim8
73,s,V,B,0.0,sim8
74,a,A,V,0.0,sim8
75,a,W,A,0.0,sim8
76,s,B,W,0.0,sim8
77,a,Y,C,0.0,sim8
78,a,C,X,0.0,sim8
79,s,X,D,0.0,sim8
80,a,A,V,0.0,sim8
81,s,W,B,0.0,sim8
82,a,A,W,0.0,sim8
83,s,X,D,0.0,sim8
84,a,C,Y,0.0,sim8
85,s,Y,D,0.0,sim8
86,s,B,V,0.0,sim8
87,a,X,C,0.0,sim8
88,a,A,V,0.0,sim8
89,s,Y,D,0.0,sim8
90,s,D,X,0.0,sim8
91,a,Y,C,0.0,sim8
92,s,B,V,0.0,sim8
93,s,W,B,0.0,sim8
94,a,C,X,0.0,sim8
95,a,W,A,0.0,sim8
96,a,C,X,0.0,sim8
97,s,Y,D,0.0,sim8
98,s,B,V,0.0,sim8
99,a,W,B,0.0,sim8
100,s,D,X,0.0,sim8
101,a,W,A,0.0,sim8
102,a,A,V,0.0,sim8
103,a,Y,C,0.0,sim8
104,s,D,X,0.0,sim8
105,s,W,B,0.0,sim8
106,a,C,X,0.0,sim8
107,a,W,A,0.0,sim8
108,s,B,V,0.0,sim8
109,s,Y,D,0.0,sim8
110,a,A,V,0.0,sim8
111,a,Y,C,0.0,sim8
112,d,A,X,0.0,sim8
113,d,Y,B,0.0,sim8
114,f,C,V,0.0,sim8
115,d,J,I,0.0,sim8
116,d,G,H,0.0,sim8
117,f,W,D,0.0,sim8
118,f,E,F,0.0,sim8
119,f,L,K,0.0,sim8
120,f,C,V,0.0,sim8
121,f,L,K,0.0,sim8
122,d,D,W,0.0,sim8
123,d,X,A,0.0,sim8
124,d,E,F,0.0,sim8
125,f,Y,B,0.0,sim8
126,f,G,H,0.0,sim8
127,f,J,I,0.0,sim8
128,f,B,Y,0.0,sim8
129,f,W,D,0.0,sim8
130,f,G,H,0.0,sim8
131,f,F,E,0.0,sim8
132,d,A,X,0.0,sim8
133,d,J,I,0.0,sim8
134,d,C,V,0.0,sim8
135,f,L,K,0.0,sim8
136,f,B,Y,0.0,sim8
137,d,F,E,0.0,sim8
138,f,G,H,0.0,sim8
139,f,L,K,0.0,sim8
140,d,I,J,0.0,sim8
141,d,V,C,0.0,sim8
142,f,D,W,0.0,sim8
143,d,X,A,0.0,sim8
144,d,E,H,4.0,sim8
145,f,L,K,9.0,sim8
146,f,A,C,0.0,sim8
147,d,J,I,9.0,sim8
148,d,V,X,8.0,sim8
149,f,Y,W,8.0,sim8
150,f,B,D,10.0,sim8
151,d,G,F,4.0,sim8
