,key_press,left_stim,right_stim,confidence_rating,subject_id
0,s,D,X,0.0,sim6
1,a,V,A,0.0,sim6
2,s,C,X,0.0,sim6
3,a,W,B,0.0,sim6
4,s,B,V,0.0,sim6
5,a,Y,C,0.0,sim6
6,a,A,W,0.0,sim6
7,a,Y,D,0.0,sim6
8,s,D,X,0.0,sim6
9,s,V,B,0.0,sim6
10,a,C,Y,0.0,sim6
11,a,V,A,0.0,sim6
12,a,A,W,0.0,sim6
13,s,W,B,0.0,sim6
14,a,C,X,0.0,sim6
15,s,Y,D,0.0,sim6
16,s,B,V,0.0,sim6
17,a,V,A,0.0,sim6
18,s,D,X,0.0,sim6
19,s,W,B,0.0,sim6
20,a,A,W,0.0,sim6
21,a,X,C,0.0,sim6
22,s,D,Y,0.0,sim6
23,a,Y,C,0.0,sim6
24,a,C,Y,0.0,sim6
25,a,W,A,0.0,sim6
26,s,D,Y,0.0,sim6
27,s,W,B,0.0,sim6
28,s,D,X,0.0,sim6
29,s,V,B,0.0,sim6
30,a,A,V,0.0,sim6
31,a,X,C,0.0,sim6
32,a,C,X,0.0,sim6
33,a,W,A,0.0,sim6
34,s,D,X,0.0,sim6
35,s,W,B,0.0,sim6
36,s,D,Y,0.0,sim6
37,a,Y,C,0.0,sim6
38,s,B,V,0.0,sim6
39,a,V,A,0.0,sim6
40,s,D,X,0.0,sim6
41,s,W,B,0.0,sim6
42,s,D,Y,0.0,sim6
43,a,W,A,0.0,sim6
44,s,B,V,0.0,sim6
45,a,V,A,0.0,sim6
46,a,C,Y,0.0,sim6
47,a,X,C,0.0,sim6
48,s,D,X,0.0,sim6
49,a,W,A,0.0,sim6
50,s,B,W,0.0,sim6
51,a,V,A,0.0,sim6
52,s,B,V,0.0,sim6
53,a,Y,C,0.0,sim6
54,s,D,Y,0.0,sim6
55,a,X,C,0.0,sim6
56,s,B,W,0.0,sim6
57,a,V,A,0.0,sim6
58,a,C,Y,0.0,sim6
59,s,Y,D,0.0,sim6
60,s,B,V,0.0,sim6
61,s,X,D,0.0,sim6
62,a,A,W,0.0,sim6
63,a,X,C,0.0,sim6
64,a,A,W,0.0,sim6
65,s,X,D,0.0,sim6
66,s,B,W,0.0,sim6
67,a,V,A,0.0,sim6
68,a,C,Y,0.0,sim6
69,s,V,B,0.0,sim6
70,s,D,Y,0.0,sim6
71,a,X,C,0.0,sim6
72,s,D,X,0.0,sim6
73,s,V,B,0.0,sim6
74,s,D,Y,0.0,sim6
75,a,W,A,0.0,sim6
76,a,C,X,0.0,sim6
77,a,V,A,0.0,sim6
78,a,C,Y,0.0,sim6
79,s,W,B,0.0,sim6
80,s,B,V,0.0,sim6
81,s,Y,D,0.0,sim6
82,a,C,Y,0.0,sim6
83,s,W,B,0.0,sim6
84,s,D,X,0.0,sim6
85,a,V,A,0.0,sim6
86,a,A,W,0.0,sim6
87,a,X,C,0.0,sim6
88,s,D,Y,0.0,sim6
89,a,Y,C,0.0,sim6
90,a,A,V,0.0,sim6
91,s,W,B,0.0,sim6
92,a,A,W,0.0,sim6
93,s,V,B,0.0,sim6
94,s,D,X,0.0,sim6
95,a,X,C,0.0,sim6
96,a,A,V,0.0,sim6
97,a,Y,C,0.0,sim6
98,s,D,Y,0.0,sim6
99,a,W,A,0.0,sim6
100,s,D,X,0.0,sim6
101,s,W,B,0.0,sim6
102,s,B,V,0.0,sim6
103,a,X,C,0.0,sim6
104,a,C,Y,0.0,sim6
105,s,X,D,0.0,sim6
106,a,C,X,0.0,sim6
107,s,W,B,0.0,sim6
108,a,A,W,0.0,sim6
109,s,Y,D,0.0,sim6
110,s,B,V,0.0,sim6
111,a,V,A,0.0,sim6
112,d,B,Y,0.0,sim6
113,f,H,G,0.0,sim6
114,f,K,L,0.0,sim6
115,f,J,I,0.0,sim6
116,d,D,W,0.0,sim6
117,d,V,C,0.0,sim6
118,d,E,F,0.0,sim6
119,f,X,A,0.0,sim6
120,d,A,X,0.0,sim6
121,f,H,G,0.0,sim6
122,f,D,W,0.0,sim6
123,d,J,I,0.0,sim6
124,f,K,L,0.0,sim6
125,d,V,C,0.0,sim6
126,f,B,Y,0.0,sim6
127,d,F,E,0.0,sim6
128,d,C,V,0.0,sim6
129,d,X,A,0.0,sim6
130,f,G,H,0.0,sim6
131,d,F,E,0.0,sim6
132,d,I,J,0.0,sim6
133,f,W,D,0.0,sim6
134,f,B,Y,0.0,sim6
135,f,L,K,0.0,sim6
136,d,E,F,0.0,sim6
137,f,L,K,0.0,sim6
138,f,D,W,0.0,sim6
139,d,V,C,0.0,sim6
140,f,B,Y,0.0,sim6
141,d,J,I,0.0,sim6
142,f,G,H,0.0,sim6
143,d,X,A,0.0,sim6
144,f,E,H,4.0,sim6
145,f,L,K,9.0,sim6
146,d,F,G,4.0,sim6
147,f,D,B,10.0,sim6
148,d,I,J,9.0,sim6
149,d,X,V,6.0,sim6
150,f,W,Y,6.0,sim6
151,d,C,A,10.0,sim6
