,key_press,left_stim,right_stim,confidence_rating,subject_id
0,a,B,W,0.0,sim5
1,a,V,A,0.0,sim5
2,s,B,V,0.0,sim5
3,s,X,C,0.0,sim5
4,s,D,X,0.0,sim5
5,s,Y,D,0.0,sim5
6,s,A,W,0.0,sim5
7,a,Y,C,0.0,sim5
8,a,D,Y,0.0,sim5
9,a,V,B,0.0,sim5
10,a,A,W,0.0,sim5
11,a,W,B,0.0,sim5
12,a,C,X,0.0,sim5
13,a,Y,C,0.0,sim5
14,s,D,X,0.0,sim5
15,s,V,A,0.0,sim5
16,s,D,Y,0.0,sim5
17,s,V,B,0.0,sim5
18,a,C,Y,0.0,sim5
19,a,W,A,0.0,sim5
20,s,C,X,0.0,sim5
21,s,X,D,0.0,sim5
22,a,B,W,0.0,sim5
23,a,V,A,0.0,sim5
24,a,B,V,0.0,sim5
25,s,X,C,0.0,sim5
26,a,D,X,0.0,sim5
27,a,W,A,0.0,sim5
28,a,B,W,0.0,sim5
29,s,Y,D,0.0,sim5
30,s,C,Y,0.0,sim5
31,s,V,A,0.0,sim5
32,a,D,X,0.0,sim5
33,a,V,B,0.0,sim5
34,s,C,X,0.0,sim5
35,a,W,B,0.0,sim5
36,s,D,Y,0.0,sim5
37,s,Y,C,0.0,sim5
38,a,A,V,0.0,sim5
39,a,W,A,0.0,sim5
40,s,A,W,0.0,sim5
41,s,Y,C,0.0,sim5
42,s,A,V,0.0,sim5
43,s,X,D,0.0,sim5
44,s,D,Y,0.0,sim5
45,a,W,B,0.0,sim5
46,s,C,X,0.0,sim5
47,a,V,B,0.0,sim5
48,s,A,V,0.0,sim5
49,a,Y,D,0.0,sim5
50,s,B,W,0.0,sim5
51,a,W,A,0.0,sim5
52,a,C,X,0.0,sim5
53,s,Y,C,0.0,sim5
54,a,B,V,0.0,sim5
55,a,X,D,0.0,sim5
56,a,B,V,0.0,sim5
57,a,W,A,0.0,sim5
58,s,C,Y,0.0,sim5
59,a,V,A,0.0,sim5
60,a,B,W,0.0,sim5
61,a,X,D,0.0,sim5
62,a,D,Y,0.0,sim5
63,a,X,C,0.0,sim5
64,a,B,W,0.0,sim5
65,a,X,C,0.0,sim5
66,s,D,Y,0.0,sim5
67,a,W,A,0.0,sim5
68,s,B,V,0.0,sim5
69,s,V,A,0.0,sim5
70,a,D,X,0.0,sim5
71,a,Y,C,0.0,sim5
72,a,A,V,0.0,sim5
73,s,W,A,0.0,sim5
74,s,D,Y,0.0,sim5
75,s,X,C,0.0,sim5
76,a,D,X,0.0,sim5
77,a,Y,C,0.0,sim5
78,s,B,V,0.0,sim5
79,s,W,B,0.0,sim5
80,a,C,Y,0.0,sim5
81,a,W,B,0.0,sim5
82,a,D,X,0.0,sim5
83,a,X,C,0.0,sim5
84,s,D,Y,0.0,sim5
85,a,V,A,0.0,sim5
86,a,A,W,0.0,sim5
87,a,V,B,0.0,sim5
88,s,A,W,0.0,sim5
89,s,V,A,0.0,sim5
90,s,C,X,0.0,sim5
91,a,V,B,0.0,sim5
92,s,D,Y,0.0,sim5
93,s,W,B,0.0,sim5
94,s,D,X,0.0,sim5
95,s,Y,C,0.0,sim5
96,a,A,W,0.0,sim5
97,s,X,C,0.0,sim5
98,s,A,V,0.0,sim5
99,a,W,B,0.0,sim5
100,s,D,Y,0.0,sim5
101,s,Y,C,0.0,sim5
102,s,B,V,0.0,sim5
103,a,X,D,0.0,sim5
104,a,D,Y,0.0,sim5
105,a,Y,C,0.0,sim5
106,s,C,X,0.0,sim5
107,s,V,B,0.0,sim5
108,a,D,X,0.0,sim5
109,a,W,A,0.0,sim5
110,a,A,V,0.0,sim5
111,s,W,B,0.0,sim5
112,d,E,F,0.0,sim5
113,d,H,G,0.0,sim5
114,f,C,V,0.0,sim5
115,d,X,A,0.0,sim5
116,d,K,L,0.0,sim5
117,d,J,I,0.0,sim5
118,d,B,Y,0.0,sim5
119,d,W,D,0.0,sim5
120,d,B,Y,0.0,sim5
121,d,F,E,0.0,sim5
122,d,D,W,0.0,sim5
123,d,H,G,0.0,sim5
124,d,I,J,0.0,sim5
125,f,L,K,0.0,sim5
126,f,A,X,0.0,sim5
127,d,V,C,0.0,sim5
128,d,E,F,0.0,sim5
129,d,X,A,0.0,sim5
130,d,D,W,0.0,sim5
131,f,J,I,0.0,sim5
132,f,B,Y,0.0,sim5
133,d,V,C,0.0,sim5
134,d,K,L,0.0,sim5
135,d,H,G,0.0,sim5
136,f,A,X,0.0,sim5
137,f,Y,B,0.0,sim5
138,d,K,L,0.0,sim5
139,d,H,G,0.0,sim5
140,d,D,W,0.0,sim5
141,f,J,I,0.0,sim5
142,f,E,F,0.0,sim5
143,d,V,C,0.0,sim5
144,d,V,X,0.0,sim5
145,d,D,B,0.0,sim5
146,f,I,J,0.0,sim5
147,d,G,F,0.0,sim5
148,d,W,Y,0.0,sim5
149,f,C,A,0.0,sim5
150,d,K,L,0.0,sim5
151,d,H,E,0.0,sim5
