,key_press,left_stim,right_stim,confidence_rating,subject_id
0,a,D,Y,0.0,sim2
1,a,V,B,0.0,sim2
2,a,C,X,0.0,sim2
3,s,V,A,0.0,sim2
4,s,D,X,0.0,sim2
5,a,W,A,0.0,sim2
6,s,C,Y,0.0,sim2
7,s,W,B,0.0,sim2
8,s,A,W,0.0,sim2
9,a,Y,C,0.0,sim2
10,a,B,W,0.0,sim2
11,s,V,B,0.0,sim2
12,a,A,V,0.0,sim2
13,a,Y,D,0.0,sim2
14,s,D,X,0.0,sim2
15,a,X,C,0.0,sim2
16,s,C,Y,0.0,sim2
17,s,V,B,0.0,sim2
18,a,C,X,0.0,sim2
19,s,Y,D,0.0,sim2
20,a,A,W,0.0,sim2
21,a,V,A,0.0,sim2
22,s,D,X,0.0,sim2
23,s,W,B,0.0,sim2
24,a,A,W,0.0,sim2
25,a,Y,C,0.0,sim2
26,s,D,X,0.0,sim2
27,a,V,A,0.0,sim2
28,a,B,V,0.0,sim2
29,s,Y,D,0.0,sim2
30,s,B,W,0.0,sim2
31,a,X,C,0.0,sim2
32,s,D,Y,0.0,sim2
33,a,W,A,0.0,sim2
34,s,B,V,0.0,sim2
35,a,Y,C,0.0,sim2
36,s,B,W,0.0,sim2
37,s,X,D,0.0,sim2
38,a,A,V,0.0,sim2
39,a,X,C,0.0,sim2
40,s,D,X,0.0,sim2
41,a,X,C,0.0,sim2
42,s,D,Y,0.0,sim2
43,s,W,B,0.0,sim2
44,a,A,V,0.0,sim2
45,a,W,A,0.0,sim2
46,a,C,Y,0.0,sim2
47,s,V,B,0.0,sim2
48,s,B,W,0.0,sim2
49,a,W,A,0.0,sim2
50,a,A,V,0.0,sim2
51,s,X,D,0.0,sim2
52,a,C,X,0.0,sim2
53,s,Y,C,0.0,sim2
54,s,B,V,0.0,sim2
55,s,Y,D,0.0,sim2
56,a,C,Y,0.0,sim2
57,a,X,C,0.0,sim2
58,a,A,W,0.0,sim2
59,s,V,B,0.0,sim2
60,s,B,W,0.0,sim2
61,a,V,A,0.0,sim2
62,s,D,X,0.0,sim2
63,s,Y,D,0.0,sim2
64,a,C,Y,0.0,sim2
65,s,X,D,0.0,sim2
66,s,B,W,0.0,sim2
67,s,Y,D,0.0,sim2
68,a,A,W,0.0,sim2
69,a,X,C,0.0,sim2
70,s,B,V,0.0,sim2
71,a,V,A,0.0,sim2
72,a,C,Y,0.0,sim2
73,a,V,A,0.0,sim2
74,s,B,W,0.0,sim2
75,a,X,C,0.0,sim2
76,s,B,V,0.0,sim2
77,a,W,A,0.0,sim2
78,s,D,X,0.0,sim2
79,s,Y,D,0.0,sim2
80,s,D,X,0.0,sim2
81,a,W,A,0.0,sim2
82,a,A,V,0.0,sim2
83,a,X,C,0.0,sim2
84,s,B,V,0.0,sim2
85,s,Y,D,0.0,sim2
86,a,C,Y,0.0,sim2
87,s,W,B,0.0,sim2
88,a,A,W,0.0,sim2
89,s,V,B,0.0,sim2
90,a,C,Y,0.0,sim2
91,a,V,A,0.0,sim2
92,s,D,Y,0.0,sim2
93,s,X,D,0.0,sim2
94,s,B,W,0.0,sim2
95,a,X,C,0.0,sim2
96,a,A,W,0.0,sim2
97,a,Y,C,0.0,sim2
98,s,B,W,0.0,sim2
99,a,X,C,0.0,sim2
100,a,A,V,0.0,sim2
101,s,V,B,0.0,sim2
102,s,D,Y,0.0,sim2
103,s,X,D,0.0,sim2
104,s,D,Y,0.0,sim2
105,a,Y,C,0.0,sim2
106,a,A,V,0.0,sim2
107,a,X,C,0.0,sim2
108,s,B,V,0.0,sim2
109,s,W,B,0.0,sim2
110,a,A,W,0.0,sim2
111,s,X,D,0.0,sim2
112,d,G,H,0.0,sim2
113,d,L,K,0.0,sim2
114,f,B,Y,0.0,sim2
115,f,X,A,0.0,sim2
116,f,E,F,0.0,sim2
117,d,W,D,0.0,sim2
118,d,C,V,0.0,sim2
119,d,J,I,0.0,sim2
120,d,I,J,0.0,sim2
121,f,H,G,0.0,sim2
122,d,E,F,0.0,sim2
123,f,L,K,0.0,sim2
124,f,A,X,0.0,sim2
125,d,W,D,0.0,sim2
126,f,C,V,0.0,sim2
127,d,Y,B,0.0,sim2
128,f,E,F,0.0,sim2
129,f,L,K,0.0,sim2
130,d,G,H,0.0,sim2
131,d,X,A,0.0,sim2
132,d,I,J,0.0,sim2
133,d,V,C,0.0,sim2
134,f,B,Y,0.0,sim2
135,f,W,D,0.0,sim2
136,f,K,L,0.0,sim2
137,d,Y,B,0.0,sim2
138,d,D,W,0.0,sim2
139,d,H,G,0.0,sim2
140,d,A,X,0.0,sim2
141,d,V,C,0.0,sim2
142,d,E,F,0.0,sim2
143,d,J,I,0.0,sim2
144,f,V,X,0.0,sim2
145,f,L,K,4.0,sim2
146,f,F,G,2.0,sim2
147,d,C,A,4.0,sim2
148,f,W,Y,3.0,sim2
149,d,H,E,2.0,sim2
150,d,I,J,4.0,sim2
151,f,D,B,4.0,sim2
